	GVHD_Control_TP1	GVHD_Control_TP1.1	GVHD_Antibiotics_TP1	GVHD_Antibiotics_TP1.1	GVHD_Antibiotics_TP1.2	GVHD_Antibiotics_TP1.3	GVHD_Antibiotics_TP1.4	GVHD_Antibiotics_TP1.5	GVHD_Antibiotics_TP1.6	BM_Antibiotics_TP1	BM_Antibiotics_TP1.1	BM_Antibiotics_TP1.2	BM_Control_TP1	BM_Control_TP1.1	BM_Control_TP1.2	GVHD_Control_TP2	GVHD_Control_TP2.1	GVHD_Control_TP2.2	GVHD_Control_TP2.3	GVHD_Antibiotics_TP2	GVHD_Antibiotics_TP2.1	GVHD_Antibiotics_TP2.2	GVHD_Antibiotics_TP2.3	GVHD_Antibiotics_TP2.4	BM_Antibiotics_TP2	BM_Antibiotics_TP2.1	BM_Antibiotics_TP2.2	BM_Control_TP2	BM_Control_TP2.1	GVHD_Control_TP3	GVHD_Control_TP3.1	GVHD_Antibiotics_TP3	GVHD_Antibiotics_TP3.1	GVHD_Antibiotics_TP3.2	GVHD_Antibiotics_TP3.3	GVHD_Antibiotics_TP3.4	GVHD_Antibiotics_TP3.5	GVHD_Antibiotics_TP3.6	BM_Antibiotics_TP3	BM_Antibiotics_TP3.1	BM_Antibiotics_TP3.2	BM_Control_TP3	BM_Control_TP3.1	Steady_state_TP2	Steady_state_TP2.1	Steady_state_TP3	GVHD_Control_TP4	GVHD_Control_TP4.1	GVHD_Antibiotics_TP4	GVHD_Antibiotics_TP4.1	GVHD_Antibiotics_TP4.2	GVHD_Antibiotics_TP4.3	GVHD_Antibiotics_TP4.4	GVHD_Antibiotics_TP4.5	BM_Antibiotics_TP4	BM_Antibiotics_TP4.1	BM_Antibiotics_TP4.2	BM_Control_TP4
zOTU_29	0.0428192172647084	0	0	0	0	0	0	0	0	0	0	0	0.130519904285404	0.366099212886692	0.804020100502513	0.344906875143711	0.213716728191179	0.875060768108896	0.813008130081301	0	0	0	0	0	0	0	0	0.417318727177882	1.31469462472957	0.0537730776124754	0.365831351746845	0	0	0	0	0	0	0	0	0	0	0.587449933244326	0.0544662309368192	0.135869565217391	0.36738978306508	1.52165431135388	0.229960578186597	0.528879610299234	0	0	0	0	0	0	0	0	0	1.32621704674106
zOTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_295	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109829763866008	0.0182731841023298	0	0	0.498298492950899	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_296	0	0	0	0	0	0	0	0	0	0	0	0	0.0870132695236023	0.128134724510342	0.0456829602558246	0.0689813750287422	0	0.0486144871171609	0	0	0	0	0	0	0	0	0	0.0260824204486176	0.0499251123315027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390167772142021	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118775696665144	0	0	0.145843461351483	0	0	0	0	0	0	0	0	0	0	0	0	0.137186756905067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364608653378707	0	0	0	0	0	0	0	0	0	0	0.0665668164420037	0.0179243592041585	0.100603621730382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_30	0.025691530358825	0	0	0	0	0	0	0	0	0	0	0	0.630846204046117	3.53285740435658	1.47099132023755	0.482869625201196	1.67087623858558	0.498298492950899	1.4197306152166	0	0	0	0	0	0	0	0	0.586854460093897	0.665668164420037	0.734898727370497	0.667642216937992	0	0	0	0	0	0	0	0	0	0	0.493991989319092	0.174291938997821	0.332125603864734	0.262421273617915	0.546234880998829	0.114980289093298	0.167014613778706	0	0	0	0	0	0	0	0	0	0.129387028950348
zOTU_300	0.0856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.108766586904503	0.0915248032216731	0.0182731841023298	0.0689813750287422	0.116572760831552	0.243072435585805	0.24268899405412	0	0	0	0	0	0	0	0	0	0.0332834082210018	0.179243592041585	0.173769892079751	0	0	0	0	0	0	0	0	0	0	0.427236315086782	0.217864923747277	0.135869565217391	0.0699790062981106	0.136558720249707	0.525624178712221	0.278357689631176	0.289519397799653	1.39442231075697	1.56056477582363	0	1.78306092124814	0.424628450106157	0	0	0	0.242600679281902
zOTU_302	0	0	0	0	0	0	0	0	0	0	0	0	0.119643245594953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_304	0	0	0	0	0	0	0	0	0	0	0	0	0.0435066347618012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143394873633268	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12134449702706	0	0	0	0	0	0	0	0	0	0	0.0896217960207923	0	0	0	0	0	0	0	0	0	0	0	0.307076101468625	0	0.0301932367149758	0	0	0	0.125260960334029	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229937916762474	0	0	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835073068893528	0	0	0	0	0	0	0	0	0	0.242600679281902
zOTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182731841023298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0499251123315027	0.376411543287327	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_309	0	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0.0183049606443346	0	0.0919751667049896	0	0.0243072435585805	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0.0435729847494553	0.0150966183574879	0.0174947515745276	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.0970402717127608
zOTU_31	0.137021495247067	0	0	0	0	0	0	0	0	0	0	0	0.38068305416576	0.970162914149735	0.749200548195523	0.666819958611175	0.786866135612978	2.13903743315508	0.509646887513651	0	0	0	0	0	0	0	0	0.130412102243088	0.316192378099517	2.16884746370317	0.960307298335467	0	0	0	0	0	0	0	0	0	0	0.867823765020027	0	0	0.227431770468859	0.91689426453375	1.65900131406045	0.69589422407794	0	0	0	0	0	0	0	0	0	0.291120815138282
zOTU_310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643826166934928	0.0194287934719254	0.230918813806514	0	0	0	0	0	0	0	0	0	0	0	0	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388575869438508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_312	0	0	0	0	0	0	0	0	0	0	0	0	0.0435066347618012	0.0732198425773385	0.0182731841023298	0.0689813750287422	0.10685836409559	0	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_314	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.0183049606443346	0	0.0459875833524948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_316	0	0	0	0	0	0	0	0	0	0	0	0	0.0761366108331521	0.0549148819330038	0	0.0459875833524948	0.0485719836798135	0.0486144871171609	0.109210047324354	0	0	0	0	0	0	0	0	0.0521648408972353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801068090787717	0	0	0	0.0390167772142021	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_317	0	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0.183049606443346	0.155322064869804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734312416555407	0.0326797385620915	0.0150966183574879	0	0.351150994927819	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_319	0	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0.0366099212886692	0.100502512562814	0.160956541733732	0.0874295706236643	0.0243072435585805	0.0364033491081179	0	0	0	0	0	0	0	0	0	0.0332834082210018	0	0	0	0	0	0	0	0	0	0	0	0	0.146862483311081	0	0.0452898550724638	0	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_32	0.0342553738117667	0	0	0	0	0	0	0	0	0	0	0	0.424189688927561	1.09829763866008	0.100502512562814	0.275925500114969	0.50514863027006	0.0850753524550316	0.194151195243296	0	0	0	0	0	0	0	0	1.00417318727178	1.13163587951406	0.179243592041585	0.448143405889885	0	0	0	0	0	0	0	0	0	0	2.09612817089453	1.16557734204793	3.5024154589372	3.51644506648006	2.69215762777995	0.147831800262812	0.0835073068893528	0	0	0	0	0	0	0	0	0	0.79249555232088
zOTU_320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0850753524550316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667556742323097	0	0	0	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0.323467572375869
zOTU_322	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0	0.118775696665144	0.0689813750287422	0.116572760831552	0	0.0849411479189419	0	0	0	0	0	0	0	0	0.0391236306729265	0.133133632884007	0.0358487184083169	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0.0667556742323097	0	0	0	0	0.0164257555847569	0.069589422407794	0	0	0	0	0	0	0	0	0	0.274947436519489
zOTU_323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183950333409979	0	0.0121536217792902	0.218420094648708	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26281208935611	0	0	0	0	0	0	0	0	0	0	0
zOTU_324	0	0	0	0	0	0	0	0	0	0	0	0	0.119643245594953	0	0.0182731841023298	0	0	0.388915896937287	0.424705739594709	0	0	0	0	0	0	0	0	0.117370892018779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_325	0.119893808341184	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0.00913659205116491	0	0	0.243072435585805	0.715932532459653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0	0	0.0243072435585805	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0	0	0.0835073068893528	0	0	0	0	0	0	0	0	0	0.226427300663109
zOTU_328	0	0	0	0	0	0	0	0	0	0	0	0	0.141396562975854	0.0183049606443346	0.00913659205116491	0	0.0291431902078881	0.291686922702965	0	0	0	0	0	0	0	0	0	0	0	0	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_329	0.0942022779823585	0	0	0	0	0	0	0	0	0	0	0	0.0978899282140526	0.0549148819330038	0.191868433074463	0.0229937916762474	0.0097143967359627	0.0121536217792902	0.145613396432472	0	0	0	0	0	0	0	0	0.0260824204486176	0.116491928773506	0.107546155224951	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0	0.0217864923747277	0.0754830917874396	0	0.0195083886071011	0.0985545335085414	0.0556715379262352	0	0	0	0	0	0.0353857041755131	0	0	0	0.0323467572375869
zOTU_330	0.0685107476235334	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118895189317725	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0.0174947515745276	0	0.21353482260184	0.278357689631176	0	0	0	0	0	0	0	0	0	0.194080543425522
zOTU_331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391236306729265	0.232983857547013	0.268865388062377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.787263820853744	0.0975419430355053	0.0821287779237845	0.292275574112735	0	0	0	0	0	0	0	0	0	0
zOTU_333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206944125086227	0.0291431902078881	0	0	0	0	0	0	0	0	0	0	0.0130412102243088	0	0.0179243592041585	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.206971677559913	0	0.122463261021693	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_334	0	0	0	0	0	0	0	0	0	0	0	0	0.130519904285404	0	0.0822293284604842	0	0.165144744511366	0.0486144871171609	0	0	0	0	0	0	0	0	0	0	0.0499251123315027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664251207729469	0.402379286214136	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194287934719254	0	0	0	0	0	0	0	0	0	0	0	0.0499251123315027	0.0358487184083169	0	0	0	0	0	0	0	0	0	0	0	0.0801068090787717	0	0	0.104968509447166	0	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0521648408972353	0.199700449326011	0.250941028858218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909727081875437	0.0195083886071011	0	0.34794711203897	0	0	0	0	0	0	0	0	0	0
zOTU_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391236306729265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133511348464619	0	0	0.0699790062981106	0	0	0	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_34	0.0171276869058834	0.718046912398277	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0.164744645799012	0.0182731841023298	0.0459875833524948	0.097143967359627	0	0	0	0	0	0	0	0	0	0	0	0.266267265768015	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0985545335085414	0.0278357689631176	0	0	0	0	0	0	0	0	0	0
zOTU_341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913659205116491	0	0	0	0.0485377988108239	0	0	0	0	0	0	0	0	0	0	0.197167951245743	0	0	0	0	0	0	0	0	0	0	0	0.120160213618158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145560407569141
zOTU_342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_343	0	0	0	0	0	0	0	0	0	0	0	0	0.0652599521427018	0	0.00913659205116491	0	0	0	0.448974639000121	0	0	0	0	0	0	0	0	0	0	0	0.0548747027620267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139178844815588	0	0	0	0	0	0	0	0	0	0.258774057900695
zOTU_344	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0.00913659205116491	0	0	0	0.473243538405533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_348	0	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199700449326011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_349	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0.0229937916762474	0.0388575869438508	0.0729217306757414	0.0728066982162359	0	0	0	0	0	0	0	0	0	0	0.0537730776124754	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0.139958012596221	0	0	0.0417536534446764	0	0	0	0	0	0	0	0	0	0.339640950994663
zOTU_35	0.119893808341184	0	0	0	0	0	0	0	0	0	0	0	0.282793125951708	1.26304228445909	0.758337140246688	1.12669579213612	1.67087623858558	0.875060768108896	1.0071593253246	0	0	0	0	0	0	0	0	1.55190401669275	1.24812780828757	0.394335902491486	0.512163892445583	0	0	0	0	0	0	0	0	0	0	0.574098798397864	1.0239651416122	2.73248792270531	2.39678096571029	1.36558720249707	0.147831800262812	0.640222686151705	0	0	0	0	0	0.212314225053079	0	0	0	0.905709202652434
zOTU_351	0.0770745910764751	0	0	0	0	0	0	0	0	0	0	0	0.239286491189906	0.0366099212886692	0.127912288716309	0	0	0.0729217306757414	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0.0823120541430401	0	0	0	0	0	0	0	0	0	0	0.186915887850467	0	0	0.157452764170749	0	0	0.0278357689631176	0	0	0	0	0	0	0	0	0	0.307294193757076
zOTU_352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0732198425773385	0	0.0919751667049896	0.0194287934719254	0	0.012134449702706	0	0	0	0	0	0	0	0	0.104329681794471	0.0332834082210018	0	0	0	0	0	0	0	0	0	0	0	0	0.226969292389853	0.0762527233115468	0.0905797101449275	0.104968509447166	0	0	0	0	0	0	0	0	0	0	0	0	0.177907164806728
zOTU_356	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0.512538898041369	0.0548195523069895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_357	0.0513830607176501	0	0	0	0	0	0	0	0	0	0	0	0.239286491189906	0.622368661907377	0.867976244860667	0.114968958381237	0.213716728191179	0.243072435585805	0.400436840189297	0	0	0	0	0	0	0	0	0.0260824204486176	0.36611749043102	0.125470514429109	0.100603621730382	0	0	0	0	0	0	0	0	0	0	0.347129506008011	0.065359477124183	0.377415458937198	0.489853044086774	0.351150994927819	0.295663600525624	0.389700765483646	0	0	0	0	0	0	0	0	0	0.339640950994663
zOTU_358	0.248351460135309	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0.0534045393858478	0.065359477124183	0	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_359	0	0.0119674485399713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18201674554059	0	0	0	0	0	0	0	0	0	0	0.0537730776124754	0	0	0	0	0	0	0	0	0	0	0	0.133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_36	0.0770745910764751	0	0	0	0	0	0	0	0	0	0	0	0.304546443332608	0.549148819330038	0.0730927364093193	0.0919751667049896	0.0485719836798135	0	0	0	0	0	0	0	0	0	0	0.104329681794471	0	0.0358487184083169	0.521309676239254	0	0	0	0	0	0	0	0	0	0	0	0.152505446623094	0	0	0	0.722733245729304	0.403618649965205	0	0	0	0	0	0	0	0	0	0.194080543425522
zOTU_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0.226427300663109
zOTU_361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311184330953688	0	0	0	0.0486144871171609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0.0585251658213032	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_362	0	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0.0366099212886692	0	0	0.0097143967359627	0.0607681088964511	0.024268899405412	0	0	0	0	0	0	0	0	0	0.0665668164420037	0.0358487184083169	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0108932461873638	0.120772946859903	0.0174947515745276	0.0390167772142021	0.0328515111695138	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_365	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391236306729264	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591327201051248	0	0	0	0	0	0	0	0	0	0	0
zOTU_366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_367	0.111329964888242	0.0957395883197702	0.196920873612603	0	0	0.0823045267489712	0	0	0	0	0	0	0.0108766586904503	0.0366099212886692	0.0365463682046597	0	0.0388575869438508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548747027620267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328515111695138	0.0417536534446764	0	0	0	0	0	0	0	0	0	0
zOTU_368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_37	0.0428192172647084	0	0	0	0	0	0	0	0	0	0	0	0.206656515118556	0.750503386417719	0.0548195523069895	0.206944125086227	0.10685836409559	0	0.0485377988108239	0	0	0	0	0	0	0	0	0.54773082942097	0.166417041105009	0.107546155224951	0.118895189317725	0	0	0	0	0	0	0	0	0	0	0.360480640854473	0.42483660130719	1.64553140096618	2.20433869839048	1.50214592274678	0.26281208935611	0.737647877522617	0	0	0	0	0	0	0	0	0	0.194080543425522
zOTU_371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_372	0	0.0119674485399713	0	0	0	0	0	0	0	0	0	0	0	0	0.00913659205116491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0.320427236315087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177907164806728
zOTU_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130412102243088	0.0998502246630055	0.23301666965406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419874037788663	0.0390167772142021	0.0328515111695138	0.751565762004175	0	0	0	0	0	0	0	0	0	0
zOTU_375	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0.0194287934719254	0.0364608653378707	0	0	0	0	0	0	0	0	0	0.0130412102243088	0	0	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0.0534045393858478	0	0	0.0874737578726382	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0	0.0456829602558246	0	0	0	0	0	0	0	0	0	0	0	0	0.117370892018779	0	0	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0	0.0108932461873638	0.0905797101449275	0.227431770468859	0.117050331642606	0	0	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366099212886692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226427300663109
zOTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919751667049896	0.0291431902078881	0	0	0	0	0	0	0	0	0	0	0	0.0332834082210018	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114980289093298	0	0	0	0	0	0	0	0	0	0	0
zOTU_38	0	0	0	0	0	0	0	0	0	0	0	0	0.271916467261257	0.549148819330038	1.41617176793056	0.114968958381237	0.310860695550806	0.814292659212445	0.327630141973062	0	0	0	0	0	0	0	0	0.391236306729264	2.09685471792312	0.0358487184083169	0.704225352112676	0	0	0	0	0	0	0	0	0	0	1.17489986648865	0.337690631808279	0.226449275362319	0.349895031490553	2.12641435817401	0.394218134034166	0.737647877522617	0	0	0	0	0	0	0	0	0	1.50412421154779
zOTU_380	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109829763866008	0	0	0.0097143967359627	0.0972289742343218	0.024268899405412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160213618157543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339640950994663
