	GVHD_Control_TP1	GVHD_Control_TP1.1	GVHD_Antibiotics_TP1	GVHD_Antibiotics_TP1.1	GVHD_Antibiotics_TP1.2	GVHD_Antibiotics_TP1.3	GVHD_Antibiotics_TP1.4	GVHD_Antibiotics_TP1.5	GVHD_Antibiotics_TP1.6	BM_Antibiotics_TP1	BM_Antibiotics_TP1.1	BM_Antibiotics_TP1.2	BM_Control_TP1	BM_Control_TP1.1	BM_Control_TP1.2	GVHD_Control_TP2	GVHD_Control_TP2.1	GVHD_Control_TP2.2	GVHD_Control_TP2.3	GVHD_Antibiotics_TP2	GVHD_Antibiotics_TP2.1	GVHD_Antibiotics_TP2.2	GVHD_Antibiotics_TP2.3	GVHD_Antibiotics_TP2.4	BM_Antibiotics_TP2	BM_Antibiotics_TP2.1	BM_Antibiotics_TP2.2	BM_Control_TP2	BM_Control_TP2.1	GVHD_Control_TP3	GVHD_Control_TP3.1	GVHD_Antibiotics_TP3	GVHD_Antibiotics_TP3.1	GVHD_Antibiotics_TP3.2	GVHD_Antibiotics_TP3.3	GVHD_Antibiotics_TP3.4	GVHD_Antibiotics_TP3.5	GVHD_Antibiotics_TP3.6	BM_Antibiotics_TP3	BM_Antibiotics_TP3.1	BM_Antibiotics_TP3.2	BM_Control_TP3	BM_Control_TP3.1	Steady_state_TP2	Steady_state_TP2.1	Steady_state_TP3	GVHD_Control_TP4	GVHD_Control_TP4.1	GVHD_Antibiotics_TP4	GVHD_Antibiotics_TP4.1	GVHD_Antibiotics_TP4.2	GVHD_Antibiotics_TP4.3	GVHD_Antibiotics_TP4.4	GVHD_Antibiotics_TP4.5	BM_Antibiotics_TP4	BM_Antibiotics_TP4.1	BM_Antibiotics_TP4.2	BM_Control_TP4
zOTU_1	54.7486511946562	21.230253709909	50.6444683136412	0	0.505902192242833	1.89300411522634	0	0.0992555831265509	0	0.0662690523525514	0	0	10.8657820317598	18.872414424309	17.7341251713111	2.230397792596	18.758500097144	4.24161400097229	0.24268899405412	0	0.395256916996047	0	0	0	0	0	0	2.77777777777778	2.04692960559161	10.4857501344327	15.1088348271447	0	0	0	0	0	0	0	0	0	0	0.61415220293725	5.96949891067538	0	0	0	14.8488830486202	13.4585942936674	0.0579038795599305	0	0	0	0	0.318471337579618	24.4426751592357	0.206825232678387	0.0808407437348424	0
zOTU_10	2.72330221803545	1.08903781713739	0	0	0	0	0	0	0	0	0	0	0.978899282140526	0.402709134175362	0.255824577432618	0.551851000229938	0.0582863804157762	1.94457948468644	0.266957893459532	0	0	0	0	0	0	0	0	0.234741784037559	2.19670494258612	0.268865388062377	0.283519297603805	0	0	0	0	0	0	0	0	0	0	1.2283044058745	0.272331154684096	0.860507246376812	1.53953813855843	1.58017947717519	0.772010512483574	0.570633263743911	0	0	0	0	0	0	0	0	0	2.08636584182436
zOTU_100	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.494233937397035	0	0.160956541733732	0.0194287934719254	0.0243072435585805	0	0	0	0	0	0	0	0	0	0.234741784037559	0.449326010983525	0.0179243592041585	0.0365831351746845	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0.163398692810458	0.951086956521739	0.612316305108467	0.0975419430355053	0	0.11134307585247	0	0	0	0	0	0	0	0	0	0.194080543425522
zOTU_1000	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0.0452898550724638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1001	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.109829763866008	0.201005025125628	0	0.0388575869438508	0.0729217306757414	0.012134449702706	0	0	0	0	0	0	0	0	0.0652060511215441	0.149775336994508	0	0.0274373513810134	0	0	0	0	0	0	0	0	0	0	0.146862483311081	0.0326797385620915	0.0301932367149758	0.0699790062981106	0.351150994927819	0.0328515111695138	0.11134307585247	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0732198425773385	0.0182731841023298	0.0689813750287422	0	0.0121536217792902	0	0	0	0	0	0	0	0	0	0.0391236306729265	0.133133632884007	0.0179243592041585	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0217864923747277	0.317028985507246	0.122463261021693	0.0975419430355053	0	0.0556715379262352	0	0	0	0	0	0	0	0.103412616339193	0	0.0323467572375869
zOTU_1011	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0870132695236023	0.0915248032216731	0	0	0.0388575869438508	0.364608653378707	0.0728066982162359	0	0	0	0	0	0	0	0	0	0.116491928773506	0.0896217960207923	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0.0667556742323097	0.065359477124183	0.226449275362319	0.0174947515745276	0.0975419430355053	0.0821287779237845	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1017	0	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0.0915248032216731	0	0	0.0388575869438508	0.0121536217792902	0.0606722485135299	0	0	0	0	0	0	0	0	0.0782472613458529	0.0499251123315027	0	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0.120160213618158	0.065359477124183	0.271739130434783	0.174947515745276	0.175575497463909	0	0	0	0	0	0	0	0	0	0	0	0.145560407569141
zOTU_1018	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0499251123315027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_1019	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459875833524948	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0	0.0896217960207923	0.0182915675873422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164257555847569	0.0278357689631176	0	0	0	0	0	0	0	0	0	0
zOTU_102	0.00856384345294168	0.0119674485399713	0	0	0	0	0	0	0	0	0	0	0.0978899282140526	0.549148819330038	0.127912288716309	0.0229937916762474	0.0194287934719254	0.0972289742343218	0.0970755976216479	0	0	0	0	0	0	0	0	0.0260824204486176	0.266267265768015	0	0.0914578379367112	0	0	0	0	0	0	0	0	0	0	0	0.0217864923747277	0.694444444444444	1.27711686494052	0.175575497463909	0	0.0835073068893528	0	0	0	0	0	0	0	0	0	0.242600679281902
zOTU_1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1025	0.0856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0978899282140526	0.256269449020685	0.173595248972133	0.298919291791216	0.194287934719254	0.0486144871171609	0.0728066982162359	0	0	0	0	0	0	0	0	0.299947835159103	0.116491928773506	0.0537730776124754	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0.226969292389853	0.305010893246187	0.634057971014493	0.542337298810357	0.390167772142021	0.0328515111695138	0.180932498260264	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1026	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0	0.00913659205116491	0	0	0.0243072435585805	0	0	0	0	0	0	0	0	0	0	0.0499251123315027	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0.0108932461873638	0.0301932367149758	0.0174947515745276	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1027	0.0428192172647084	0.0359023456199138	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0.00913659205116491	0	0	0.0364608653378707	0	0	0	0	0	0	0	0	0	0	0.0332834082210018	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_103	0.727926693500043	0	0	0	0	0	0	0	0	0	0	0	0.228409832499456	0.219659527732015	0.0182731841023298	0.137962750057484	0.165144744511366	0	0.630991384540711	0	0	0	0	0	0	0	0	0	0	0.483957698512278	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.133511348464619	0.0544662309368192	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0808407437348424	1.2291767750283
zOTU_1030	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0	0.00913659205116491	0	0	0.0972289742343218	0.30336124256765	0	0	0	0	0	0	0	0	0	0.0332834082210018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328515111695138	0	0	0	0	0	0	0	0	0	0	0
zOTU_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0808668930939673
zOTU_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222686151704941	0	0	0	0	0	0	0	0	0	0
zOTU_1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391236306729265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066577896138482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1048	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.109829763866008	0.0822293284604842	0.413888250172453	0.116572760831552	0.0607681088964511	0.133478946729766	0	0	0	0	0	0	0	0	0.208659363588941	0.416042602762523	0.0358487184083169	0.0731662703493689	0	0	0	0	0	0	0	0	0	0	0.133511348464619	0.228758169934641	0.150966183574879	0.0349895031490553	0.156067108856808	0.246386333771353	0.278357689631176	0	0.199203187250996	0.024770869457518	0	0.0495294700346706	0.0707714083510262	0	0	0	0
zOTU_1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364608653378707	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0556715379262352	0	0	0	0	0	0	0	0	0	0
zOTU_105	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0.206656515118556	0.128134724510342	0.347190497944267	0.0689813750287422	0.0291431902078881	0	0.012134449702706	0	0	0	0	0	0	0	0	0.247782994261868	0.249625561657514	0.125470514429109	0.146332540698738	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0217864923747277	0.0150966183574879	0.787263820853744	0.429184549356223	0.0985545335085414	0.194850382741823	0	0	0	0	0	0	0	0	0	0.0970402717127608
zOTU_1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1051	0.0599469041705918	0.0119674485399713	0	0	0	0	0	0	0	0	0	0	0.0435066347618012	0	0.0182731841023298	0	0.0194287934719254	0.0972289742343218	0	0	0	0	0	0	0	0	0	0	0.116491928773506	0	0	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0	0.0301932367149758	0.0349895031490553	0.0975419430355053	0.0164257555847569	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1054	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0.012134449702706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349895031490553	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1055	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347129506008011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0808668930939673
zOTU_1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121536217792902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1058	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0.183049606443346	0.0548195523069895	0.160956541733732	0.0582863804157762	0.0972289742343218	0	0	0	0	0	0	0	0	0	0	0.0166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174947515745276	0.0195083886071011	0.0328515111695138	0.0139178844815588	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_106	3.73383574548257	1.83101962661561	3.54457572502685	0	0	0.0823045267489712	0	0	0	0	0	0	0.543832934522515	1.44609189090243	1.26998629511192	0.0919751667049896	1.38915873324267	0.194457948468644	0.012134449702706	0	0.0564652738565782	0	0	0	0	0	0	0.182576943140323	0.18305874521551	0.555655135328912	1.14322297420889	0	0	0	0	0	0	0	0	0	0	0.0801068090787717	0.305010893246187	0	0	0	1.39618922470434	1.01600556715379	0	0	0	0	0	0	1.11464968152866	0.103412616339193	0	0
zOTU_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229937916762474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1062	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0.0459875833524948	0.0291431902078881	0.0121536217792902	0.012134449702706	0	0	0	0	0	0	0	0	0.0260824204486176	0	0.0358487184083169	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0.0108932461873638	0.0452898550724638	0	0	0.0164257555847569	0.069589422407794	0.0579038795599305	0.149402390438247	0.0743126083725539	0	0.0990589400693413	0.0707714083510262	0	0	0	0.0161733786187935
zOTU_1063	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0.0459875833524948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1064	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0.0606722485135299	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349895031490553	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689813750287422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183049606443346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469483568075117	0.615743052088534	0.967915397024556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60951714485654	0.0780335544284042	0.147831800262812	1.55880306193459	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216342153436512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_1072	0	0	0	0	0	0	0	0	0	0	0	0	0.0326299760713509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_1074	0.0171276869058834	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0	0	0	0.0680007771517389	0.0243072435585805	0	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0.0534045393858478	0	0	0.0349895031490553	0	0.0164257555847569	0	0	0	0	0	0	0	0	0	0	0
zOTU_1075	0.128457651794125	0.0598372426998564	0.143215180809166	0	0	0	0	0	0	0	0	0	0.0217533173809006	0.0366099212886692	0.0548195523069895	0	0.0291431902078881	0	0	0	0	0	0	0	0	0	0	0.0130412102243088	0	0.0179243592041585	0.0457289189683556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492772667542707	0.0417536534446764	0	0	0	0	0	0	0.0796178343949045	0	0	0
zOTU_1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065359477124183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1078	0	0	0	0	0	0	0	0	0	0	0	0	0.391559712856211	0.201354567087681	0.356327089995432	0.0459875833524948	0.184573537983291	0.194457948468644	0.18201674554059	0	0	0	0	0	0	0	0	0.299947835159103	0.199700449326011	0.394335902491486	0.310956648984818	0	0	0	0	0	0	0	0	0	0	0.106809078771696	0.174291938997821	0.0905797101449275	0.227431770468859	0.312134217713617	0.0985545335085414	0.069589422407794	0	0	0	0	0	0	0	0	0	0.0646935144751739
zOTU_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024268899405412	0	0	0	0	0	0	0	0	0	0.0832085205525046	0.143394873633268	0.0640204865556978	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332400279916025	0	0.361366622864652	0.0139178844815588	0	0	0	0	0	0	0	0	0	0
zOTU_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0822293284604842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400534045393858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1084	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0.169882295837884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667556742323097	0	0	0.0174947515745276	0	0	0	0	0	0	0	0	0	0	0	0	0.0485201358563804
zOTU_1086	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0.0183049606443346	0.00913659205116491	0.0459875833524948	0.0194287934719254	0	0	0	0	0	0	0	0	0	0	0	0.0332834082210018	0.0179243592041585	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0.0108932461873638	0.0301932367149758	0	0	0.0492772667542707	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607681088964511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_109	0	0	0	0	0	0	0	0	0	0	0	0	0.0652599521427018	0.274574409665019	0.173595248972133	0.321913083467464	0.0388575869438508	0	0	0	0	0	0	0	0	0	0	0.0130412102243088	0.0998502246630055	0.0358487184083169	0.146332540698738	0	0	0	0	0	0	0	0	0	0	0	0.0544662309368192	0.0452898550724638	0.944716585024493	0.448692937963324	0.0985545335085414	0.361864996520529	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274097761534947	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166417041105009	0	0	0	0	0	0	0	0	0	0	0	0	0.0267022696929239	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0.0323467572375869
zOTU_1091	0	0	0	0	0	0	0	0	0	0	0	0	0.0108766586904503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913659205116491	0	0	0	0.0364033491081179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_11	0.162713025605892	0	0	0	0	0	0	0	0	0	0	0	0.326299760713509	0.530843858685704	0.274097761534947	0.942745458726144	0.553720613949874	0.182304326689353	1.57747846135178	0	0	0	0	0	0	0	0	0.143453312467397	0.36611749043102	0.609428212941387	0.57618437900128	0	0	0	0	0	0	0	0	0	0	2.99065420560748	1.07843137254902	1.99275362318841	0.157452764170749	0.37065938353492	1.24835742444152	1.83716075156576	2.43196294151708	5.77689243027888	8.34778300718355	0.318979266347687	8.07330361565131	1.41542816702052	0	0	0	0.986576095746401
zOTU_110	0.0513830607176501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0850753524550316	0.461109088702827	0	0	0	0	0	0	0	0	0	0	0	0.00914578379367112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1101	0	0	0	0	0	0	0	0	0	0	0	0	0.0435066347618012	0	0	0	0.0097143967359627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133511348464619	0	0.0603864734299517	0.0699790062981106	0	0	0.0556715379262352	0	0	0	0	0	0	0	0	0	0.177907164806728
zOTU_1102	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0.163149880356754	0	0.228414801279123	0.0459875833524948	0.126287157567515	0.0850753524550316	0.0970755976216479	0	0	0	0	0	0	0	0	0.130412102243088	0.0499251123315027	0.0896217960207923	0.155478324492409	0	0	0	0	0	0	0	0	0	0	0.0801068090787717	0.065359477124183	0.0754830917874396	0.0524842547235829	0.0975419430355053	0.0328515111695138	0.0556715379262352	0	0	0	0	0	0	0	0	0	0.113213650331554
zOTU_1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195083886071011	0	0.0139178844815588	0	0	0	0	0	0	0	0	0	0
zOTU_111	0.162713025605892	0	0	0	0	0	0	0	0	0	0	0	0.0543832934522515	0.0183049606443346	0.0639561443581544	0	0.0097143967359627	0.0972289742343218	0.0728066982162359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120160213618158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161733786187935
zOTU_1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0849411479189419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195083886071011	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0782472613458529	0.0998502246630055	0.358487184083169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0699790062981106	0.0195083886071011	0.0164257555847569	0.2366040361865	0	0	0	0	0	0	0	0	0	0
zOTU_1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161733786187935
zOTU_1117	0	0	0	0	0	0	0	0	0	0	0	0	0.0217533173809006	0	0.0182731841023298	0	0.0485719836798135	0.109382596013612	0.0485377988108239	0	0	0	0	0	0	0	0	0	0	0.0179243592041585	0	0	0	0	0	0	0	0	0	0	0	0	0.0217864923747277	0.0150966183574879	0	0	0.0328515111695138	0	0	0	0	0	0	0	0	0	0	0
zOTU_1119	0.00856384345294168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229937916762474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108932461873638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
