zOTUId	GVHD_Control_TP1	GVHD_Control_TP1.1	GVHD_Antibiotics_TP1	GVHD_Antibiotics_TP1.1	GVHD_Antibiotics_TP1.2	GVHD_Antibiotics_TP1.3	GVHD_Antibiotics_TP1.4	GVHD_Antibiotics_TP1.5	GVHD_Antibiotics_TP1.6	BM_Antibiotics_TP1	BM_Antibiotics_TP1.1	BM_Antibiotics_TP1.2	BM_Control_TP1	BM_Control_TP1.1	BM_Control_TP1.2	GVHD_Control_TP2	GVHD_Control_TP2.1	GVHD_Control_TP2.2	GVHD_Control_TP2.3	GVHD_Antibiotics_TP2	GVHD_Antibiotics_TP2.1	GVHD_Antibiotics_TP2.2	GVHD_Antibiotics_TP2.3	GVHD_Antibiotics_TP2.4	BM_Antibiotics_TP2	BM_Antibiotics_TP2.1	BM_Antibiotics_TP2.2	BM_Control_TP2	BM_Control_TP2.1	GVHD_Control_TP3	GVHD_Control_TP3.1	GVHD_Antibiotics_TP3	GVHD_Antibiotics_TP3.1	GVHD_Antibiotics_TP3.2	GVHD_Antibiotics_TP3.3	GVHD_Antibiotics_TP3.4	GVHD_Antibiotics_TP3.5	GVHD_Antibiotics_TP3.6	BM_Antibiotics_TP3	BM_Antibiotics_TP3.1	BM_Antibiotics_TP3.2	BM_Control_TP3	BM_Control_TP3.1	Steady_state_TP2	Steady_state_TP2.1	Steady_state_TP3	GVHD_Control_TP4	GVHD_Control_TP4.1	GVHD_Antibiotics_TP4	GVHD_Antibiotics_TP4.1	GVHD_Antibiotics_TP4.2	GVHD_Antibiotics_TP4.3	GVHD_Antibiotics_TP4.4	GVHD_Antibiotics_TP4.5	BM_Antibiotics_TP4	BM_Antibiotics_TP4.1	BM_Antibiotics_TP4.2	BM_Control_TP4	taxonomy
zOTU_331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;unclassified_Duncaniella
zOTU_332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	5	5	21	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;unclassified_Bacillota;unidentified;unidentified;unidentified;unidentified
zOTU_333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;unclassified_Muribaculaceae;unidentified
zOTU_334	0	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	17	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	23	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	25	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_34	2	60	0	0	0	0	0	0	0	0	0	0	5	9	2	2	10	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii
zOTU_341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_343	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	16	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_incertae_sedis;Gammaproteobacteria_incertae_sedis;Flintibacter;Flintibacter butyricus
zOTU_344	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sporofaciens;Sporofaciens musculi
zOTU_348	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sporofaciens;Sporofaciens musculi
zOTU_349	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	6	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	21	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;unclassified_Desulfovibrionaceae;unidentified
zOTU_35	14	0	0	0	0	0	0	0	0	0	0	0	26	69	83	49	172	72	83	0	0	0	0	0	0	0	0	119	75	22	56	0	0	0	0	0	0	0	0	0	0	43	94	181	137	70	9	46	0	0	0	0	0	6	0	0	0	56	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella muris
zOTU_351	9	0	0	0	0	0	0	0	0	0	0	0	22	2	14	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	19	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_354	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	0	1	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	17	7	6	6	0	0	0	0	0	0	0	0	0	0	0	0	11	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;unclassified_Muribaculaceae;unidentified
zOTU_356	1	0	0	0	0	0	0	0	0	0	0	0	2	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_357	6	0	0	0	0	0	0	0	0	0	0	0	22	34	95	5	22	20	33	0	0	0	0	0	0	0	0	2	22	7	11	0	0	0	0	0	0	0	0	0	0	26	6	25	28	18	18	28	0	0	0	0	0	0	0	0	0	21	Bacteria;Bacteroidota;unclassified_Bacteroidota;unidentified;unidentified;unidentified;unidentified
zOTU_358	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila
zOTU_36	9	0	0	0	0	0	0	0	0	0	0	0	28	30	8	4	5	0	0	0	0	0	0	0	0	0	0	8	0	2	57	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	44	29	0	0	0	0	0	0	0	0	0	12	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unclassified_Alistipes
zOTU_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_361	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinomycetota;unclassified_Actinomycetota;unidentified;unidentified;unidentified;unidentified
zOTU_362	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	5	2	0	0	0	0	0	0	0	0	0	4	2	5	0	0	0	0	0	0	0	0	0	0	1	1	8	1	2	2	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;unclassified_Bacteroidaceae;unidentified
zOTU_365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;unclassified_Bacillota;unidentified;unidentified;unidentified;unidentified
zOTU_366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_367	13	8	11	0	0	1	0	0	0	0	0	0	1	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiotales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
zOTU_368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;unclassified_Duncaniella
zOTU_37	5	0	0	0	0	0	0	0	0	0	0	0	19	41	6	9	11	0	4	0	0	0	0	0	0	0	0	42	10	6	13	0	0	0	0	0	0	0	0	0	0	27	39	109	126	77	16	53	0	0	0	0	0	0	0	0	0	12	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sangeribacter;Sangeribacter muris
zOTU_371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila
zOTU_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	2	54	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_375	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_377	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	6	13	6	0	0	0	0	0	0	0	0	0	0	0	4	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;unclassified_Bacteroidales;unidentified;unidentified
zOTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_38	0	0	0	0	0	0	0	0	0	0	0	0	25	30	155	5	32	67	27	0	0	0	0	0	0	0	0	30	126	2	77	0	0	0	0	0	0	0	0	0	0	88	31	15	20	109	24	53	0	0	0	0	0	0	0	0	0	93	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unclassified_Alistipes
zOTU_380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_382	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sporofaciens;Sporofaciens musculi
zOTU_383	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	28	20	2	0	0	0	0	0	0	0	0	0	29	22	12	17	0	0	0	0	0	0	0	0	0	0	17	45	13	4	4	16	43	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus taiwanensis
zOTU_384	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	8	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_385	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	48	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_386	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	11	10	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Sporofaciens;Sporofaciens musculi
zOTU_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;unclassified_Oscillibacter
zOTU_398	0	0	0	0	0	0	0	0	0	0	0	0	3	37	21	127	72	17	9	0	0	0	0	0	0	0	0	108	89	19	60	0	0	0	0	0	0	0	0	0	0	69	158	41	18	27	63	120	0	1	0	0	0	0	0	0	0	4	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus taiwanensis
zOTU_4	147	0	0	0	0	0	0	0	0	0	0	0	990	302	1171	88	944	876	597	0	0	0	0	0	0	0	0	611	320	572	1027	0	0	0	0	0	0	0	0	0	0	219	468	355	149	400	289	107	0	0	0	0	0	59	0	0	0	321	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Xylanibacter;Xylanibacter rodentium
zOTU_400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila
zOTU_401	0	0	0	0	0	0	0	0	0	0	0	0	1	11	7	24	15	5	7	0	0	0	0	0	0	0	0	21	25	1	7	0	0	0	0	0	0	0	0	0	0	8	28	15	4	10	1	30	0	15	9	0	4	4	0	0	0	2	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;unclassified_Limosilactobacillus
zOTU_402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_405	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_406	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_408	0	0	0	0	0	0	0	0	0	0	0	0	7	20	9	6	4	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	6	1	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_409	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;unclassified_Oscillibacter
zOTU_411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_415	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	24	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_416	1	0	0	0	0	0	0	0	0	0	0	0	5	2	1	3	24	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;unclassified_Lachnospiraceae;unidentified
zOTU_417	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;unclassified_Oscillibacter
zOTU_418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila
zOTU_42	143	145	0	0	0	0	0	0	0	0	0	0	8	0	2	1	14	13	0	0	0	0	0	0	0	0	0	0	3	4	25	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	14	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii
zOTU_420	0	5	35	18	15	21	28	13	30	25	26	28	0	0	0	0	0	4	1	39	44	21	29	53	46	34	35	0	0	0	0	33	58	18	19	38	12	22	36	21	47	0	0	0	0	0	0	0	37	13	27	33	19	30	10	11	27	0	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;unclassified_Klebsiella
zOTU_421	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;unclassified_Oscillospiraceae;unidentified
zOTU_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified_Eubacteriales;unidentified;unidentified
zOTU_424	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0	3	3	23	0	0	0	0	0	0	0	0	0	0	1	7	0	4	1	12	4	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;unclassified_Duncaniella
zOTU_426	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila
